SubjectID,SecondarySubjectID,FilloutDate,"Q10_In this course, I: _Found my curiosity was sparked to ask meaningful questions","Q10_In this course, I: _Felt challenged to consider subject matter from a point of view outside of my comfort zone","Q10_In this course, I: _Reflected upon and evaluated what I learned","Q10_In this course, I: _Recognized the relevance and value of the subject matter","Q10_In this course, I: _Understood how each topic fit into the course","Q10_In this course, I: _Was intellectually stimulated","Q10_In this course, I: _Used multiple resources (e.g., internet, library holdings, outside experts) to understand the course material better","Q10_In this course, I: _Found ways to apply the course content in a meaningful way","Q10_In this course, I: _Found that hands-on projects such as research, case studies, or real life activities enhanced my understanding of course concepts","Q10_In this course, I: _Set and achieved challenging goals","Q10_In this course, I: _worked with peers in or outside of class to understand course ideas or concepts","Q10_In this course, I: _Felt challenged to think critically or creatively to complete assignments rather than just regurgitate information","Q10_In this course, I: _Felt the course environment encouraged free and open expression","Q10_In this course, I: _Was asked to do an acceptable amount of work for this course","Q11_Control / Motivation:_When this course began, I believed I could master its content.","Q11_Control / Motivation:_As a rule, I put forth more effort than other students on academic work.","Q11_Control / Motivation:_I really wanted to take this course, regardless of who taught it.",Q11_Control / Motivation:_My background prepared me well for this course's requirements.,Q11_Control / Motivation:_This was a required course.,Q11_Control / Motivation:_I highly value the skills acquired in this course.,"Q12_On average, I spent about this number of hours OUTSIDE of class time each week on this course:_On average, I spent about this number of hours OUTSIDE of class time each week on this course:",Q13_The things that most helped my learning in this course were:,Q14_The things that most hindered my learning in this course were:,Q15_I have the following suggestions for improving this course:,Q16_What do you like about the instructor?,Q17_Any other comments:,"Q18_In this course, the instructor:_Provided meaningful feedback on my academic performance","Q18_In this course, the instructor:_Found ways to help students learn or work more effectively","Q18_In this course, the instructor:_Explained course material clearly and concisely","Q18_In this course, the instructor:_Encouraged student-faculty interaction outside of class (e.g., office visits, email, etc.)","Q18_In this course, the instructor:_Demonstrated humility (e.g., the willingness and ability to learn new knowledge and skills or explore alternative viewpoints)","Q18_In this course, the instructor:_Showed respect for students","Q23_Enter your 1st rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q23_Enter your 1st rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q24_Enter your 2nd rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q24_Enter your 2nd rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q25_Enter your 3rd rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex: 5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q25_Enter your 3rd rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex: 5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q26_Enter your 4th rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q26_Enter your 4th rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q27_Enter your 5th rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q27_Enter your 5th rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q28_Enter your 6th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q28_Enter your 6th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q29_Enter your 7th rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q29_Enter your 7th rating scale question here (Please enter the caption for the 5 to 1 scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q30_Enter your 8th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q30_Enter your 8th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q31_Enter your 9th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q31_Enter your 9th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex:  5=Strongly Agree, 1=Strongly Disagree)__QPResp","Q32_Enter your 10th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex: 5=Strongly Agree, 1=Strongly Disagree)_QPTitle","Q32_Enter your 10th rating scale question here (Please enter the caption for the 5 to 1  scale in the question: Ex: 5=Strongly Agree, 1=Strongly Disagree)__QPResp",Q33_Enter your first comment question here_QPTitle,Q33_Enter your first comment question here_QPResp,Q34_Enter your second comment question here_QPTitle,Q34_Enter your second comment question here_QPResp,Q35_Enter your third comment question here_QPTitle,Q35_Enter your third comment question here_QPResp,Q36_Enter your fourth comment question here_QPTitle,Q36_Enter your fourth comment question here_QPResp,Q37_Enter your fifth comment question here_QPTitle,Q37_Enter your fifth comment question here_QPResp,Q38_Enter your sixth comment question here_QPTitle,Q38_Enter your sixth comment question here_QPResp,Q39_Enter your seventh comment question here_QPTitle,Q39_Enter your seventh comment question here_QPResp,Q40_Enter your eighth comment question here_QPTitle,Q40_Enter your eighth comment question here_QPResp,Q41_Enter your ninth comment question here_QPTitle,Q41_Enter your ninth comment question here_QPResp,Q42_Enter your tenth comment question here_QPTitle,Q42_Enter your tenth comment question here_QPResp
007599-0002,106169171,4/18/18 10:31,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Partially True,Partially True,Definitely True,Partially True,Neutral,Partially True,4-Mar,D/A,D/A,D/A,D/A,D/A,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/25/18 8:02,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Partially True,Partially True,Definitely True,Partially True,Partially False,Definitely True,4-Mar,Open homework assignments allowing us to work on what applied most to us to get the grade we wanted,No deadlines. Made me feel too comfortable which convinced me i could put off work,Set a chronological order to how badges can be taken and put some time limits on a few of them so students are forced to look at some of them before the end of the semester,"Easily rekatable, teaches about real world application, not just subject matter itself",None,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/16/18 14:17,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Partially True,Partially True,Partially True,Partially False,Definitely True,Definitely True,4-Mar,Working with classmates.,n/a,D/A,Very approachable and knowledgable.,D/A,Frequently,Almost always,Almost always,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/18/18 10:58,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Definitely True,Definitely True,Definitely True,Definitely True,Definitely True,Definitely True,4-Mar,Playing around with code ,Lacking more group assignments ,more group assignments ,"Nice, easy&ndash;going, easy to follow, very well spoken and easy to approach ",D/A,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/23/18 23:31,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Neutral,Definitely True,Definitely True,Neutral,Definitely True,Definitely True,6-May,professor's examples,D/A,let the professor assign groups,"wonderful personality, really understands the material he teaches, very flexible, knowledgable, easy to approach.   A true rockstar professor.",Morgan is the best professor at JMU. ,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/17/18 21:12,Almost always,Almost always,Frequently,Almost always,Frequently,Almost always,Almost always,Almost always,Almost always,Frequently,Almost always,Almost always,Almost always,Almost always,Partially True,Partially True,Partially False,Partially False,Definitely False,Definitely True,4-Mar,"Professor office hours, peer groups, and online resources.",We were left to figure things out on our own after the first half of the course.,Putting grades in more often would be helpful. It's stressful not knowing if my work is correct.,An overall great professor and innovative teaching method.,D/A,Sometimes,Frequently,Sometimes,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/19/18 11:34,Occasionally,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Almost always,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Almost always,Almost always,Partially True,Neutral,Definitely True,Partially True,Definitely True,Partially True,2-Jan,Online articles,Wasn't a very structured class so I had to motivate myself to do most things. My fault,Add a little more structure,Very easy to talk to about concerns I may have about class,D/A,Sometimes,Sometimes,Sometimes,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/17/18 21:09,Sometimes,Almost always,Almost always,Almost always,Almost always,Almost always,Frequently,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Partially True,Neutral,Partially True,Neutral,Partially True,Definitely True,4-Mar,"Lecture, in class activities, and group work","Reliance on video tutorials for so much, i understand their necessity though",Maybe change the 15 point policy to something like having set deadlines for each that are known from beginning of semester,"Insightful and friendly, willing to help",good class and professor,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/20/18 9:24,Occasionally,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Almost always,Frequently,Frequently,Sometimes,Definitely True,Partially True,Neutral,Definitely True,Definitely False,Partially True,4-Mar,Online Tutorials,None,More social activities in class,Laid back,None,Occasionally,Frequently,Frequently,Sometimes,Frequently,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
007599-0002,106169171,4/29/18 17:28,Sometimes,Frequently,Frequently,Frequently,Frequently,Almost always,Almost always,Frequently,Frequently,Sometimes,Almost always,Frequently,Frequently,Frequently,Partially True,Neutral,Definitely True,Neutral,Definitely True,Partially True,4-Mar,Communicating with other students ,Not doing as much practice with the programs as i needed to,none,He was willing to help when we needed help,none,Sometimes,Frequently,Frequently,Frequently,Almost always,Almost always,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A,,D/A
